Date,Product Name,Quantity Used
2022-06-06 21:31:38.672717,Tire,4
2022-06-06 21:31:38.672717,Windshield Wiper,4
2022-06-07 21:31:38.672717,Engine Oil,3
2022-06-07 21:31:38.672717,Fuel Pump,10
2022-06-07 21:31:38.672717,Radiator,6
2022-06-07 21:31:38.672717,Tire,4
2022-06-08 21:31:38.672717,Air Filter,9
2022-06-08 21:31:38.672717,Fuel Pump,10
2022-06-08 21:31:38.672717,Windshield Wiper,10
2022-06-09 21:31:38.672717,Air Filter,4
2022-06-09 21:31:38.672717,Brake Pads,13
2022-06-09 21:31:38.672717,Engine Oil,13
2022-06-09 21:31:38.672717,Fuel Pump,6
2022-06-09 21:31:38.672717,LED Headlight,2
2022-06-09 21:31:38.672717,Radiator,4
2022-06-09 21:31:38.672717,Spark Plug,10
2022-06-09 21:31:38.672717,Windshield Wiper,4
2022-06-10 21:31:38.672717,Engine Oil,2
2022-06-10 21:31:38.672717,Fuel Pump,6
2022-06-10 21:31:38.672717,Radiator,5
2022-06-10 21:31:38.672717,Spark Plug,9
2022-06-10 21:31:38.672717,Windshield Wiper,2
2022-06-11 21:31:38.672717,Air Filter,9
2022-06-11 21:31:38.672717,Alternator,6
2022-06-11 21:31:38.672717,Brake Pads,5
2022-06-11 21:31:38.672717,Engine Oil,6
2022-06-11 21:31:38.672717,LED Headlight,14
2022-06-11 21:31:38.672717,Radiator,9
2022-06-11 21:31:38.672717,Spark Plug,9
2022-06-12 21:31:38.672717,Air Filter,4
2022-06-12 21:31:38.672717,Alternator,4
2022-06-12 21:31:38.672717,Brake Pads,3
2022-06-12 21:31:38.672717,Radiator,4
2022-06-12 21:31:38.672717,Spark Plug,5
2022-06-13 21:31:38.672717,Alternator,5
2022-06-13 21:31:38.672717,LED Headlight,7
2022-06-13 21:31:38.672717,Radiator,25
2022-06-13 21:31:38.672717,Spark Plug,3
2022-06-14 21:31:38.672717,Radiator,6
2022-06-15 21:31:38.672717,Air Filter,10
2022-06-15 21:31:38.672717,Alternator,3
2022-06-15 21:31:38.672717,Brake Pads,6
2022-06-15 21:31:38.672717,LED Headlight,6
2022-06-15 21:31:38.672717,Radiator,8
2022-06-15 21:31:38.672717,Tire,5
2022-06-15 21:31:38.672717,Windshield Wiper,4
2022-06-16 21:31:38.672717,Air Filter,7
2022-06-16 21:31:38.672717,Brake Pads,1
2022-06-16 21:31:38.672717,Engine Oil,3
2022-06-16 21:31:38.672717,Fuel Pump,10
2022-06-16 21:31:38.672717,LED Headlight,3
2022-06-16 21:31:38.672717,Spark Plug,2
2022-06-16 21:31:38.672717,Tire,9
2022-06-17 21:31:38.672717,Air Filter,16
2022-06-17 21:31:38.672717,Fuel Pump,5
2022-06-17 21:31:38.672717,LED Headlight,7
2022-06-18 21:31:38.672717,Air Filter,3
2022-06-18 21:31:38.672717,Alternator,5
2022-06-18 21:31:38.672717,Engine Oil,10
2022-06-18 21:31:38.672717,LED Headlight,7
2022-06-19 21:31:38.672717,Air Filter,6
2022-06-19 21:31:38.672717,Alternator,12
2022-06-19 21:31:38.672717,Engine Oil,8
2022-06-19 21:31:38.672717,LED Headlight,1
2022-06-20 21:31:38.672717,Air Filter,8
2022-06-20 21:31:38.672717,Radiator,14
2022-06-20 21:31:38.672717,Spark Plug,5
2022-06-20 21:31:38.672717,Windshield Wiper,5
2022-06-21 21:31:38.672717,Brake Pads,6
2022-06-21 21:31:38.672717,Engine Oil,24
2022-06-21 21:31:38.672717,LED Headlight,2
2022-06-21 21:31:38.672717,Radiator,7
2022-06-21 21:31:38.672717,Tire,5
2022-06-21 21:31:38.672717,Windshield Wiper,13
2022-06-22 21:31:38.672717,Air Filter,3
2022-06-22 21:31:38.672717,Fuel Pump,8
2022-06-22 21:31:38.672717,Spark Plug,6
2022-06-23 21:31:38.672717,Alternator,11
2022-06-23 21:31:38.672717,Engine Oil,5
2022-06-23 21:31:38.672717,LED Headlight,5
2022-06-23 21:31:38.672717,Spark Plug,6
2022-06-23 21:31:38.672717,Tire,4
2022-06-24 21:31:38.672717,Alternator,6
2022-06-24 21:31:38.672717,Brake Pads,10
2022-06-24 21:31:38.672717,Fuel Pump,20
2022-06-24 21:31:38.672717,Spark Plug,6
2022-06-25 21:31:38.672717,Engine Oil,11
2022-06-25 21:31:38.672717,Fuel Pump,6
2022-06-25 21:31:38.672717,LED Headlight,4
2022-06-25 21:31:38.672717,Spark Plug,19
2022-06-25 21:31:38.672717,Tire,9
2022-06-26 21:31:38.672717,Fuel Pump,8
2022-06-26 21:31:38.672717,LED Headlight,1
2022-06-26 21:31:38.672717,Radiator,11
2022-06-27 21:31:38.672717,Air Filter,9
2022-06-27 21:31:38.672717,Alternator,9
2022-06-27 21:31:38.672717,Brake Pads,11
2022-06-27 21:31:38.672717,Engine Oil,6
2022-06-27 21:31:38.672717,LED Headlight,7
2022-06-27 21:31:38.672717,Tire,7
2022-06-28 21:31:38.672717,Air Filter,4
2022-06-28 21:31:38.672717,Brake Pads,5
2022-06-28 21:31:38.672717,Engine Oil,9
2022-06-28 21:31:38.672717,Spark Plug,4
2022-06-28 21:31:38.672717,Tire,2
2022-06-29 21:31:38.672717,Brake Pads,5
2022-06-29 21:31:38.672717,Radiator,3
2022-06-29 21:31:38.672717,Windshield Wiper,5
2022-06-30 21:31:38.672717,Alternator,18
2022-06-30 21:31:38.672717,Fuel Pump,2
2022-06-30 21:31:38.672717,Tire,5
2022-06-30 21:31:38.672717,Windshield Wiper,2
2022-07-01 21:31:38.672717,Alternator,5
2022-07-01 21:31:38.672717,Engine Oil,13
2022-07-01 21:31:38.672717,LED Headlight,4
2022-07-01 21:31:38.672717,Radiator,6
2022-07-01 21:31:38.672717,Spark Plug,7
2022-07-01 21:31:38.672717,Tire,10
2022-07-01 21:31:38.672717,Windshield Wiper,4
2022-07-02 21:31:38.672717,Alternator,5
2022-07-02 21:31:38.672717,Brake Pads,7
2022-07-02 21:31:38.672717,Engine Oil,5
2022-07-02 21:31:38.672717,Fuel Pump,6
2022-07-02 21:31:38.672717,Radiator,4
2022-07-03 21:31:38.672717,Spark Plug,11
2022-07-04 21:31:38.672717,Alternator,5
2022-07-04 21:31:38.672717,Brake Pads,14
2022-07-04 21:31:38.672717,LED Headlight,7
2022-07-05 21:31:38.672717,Air Filter,8
2022-07-05 21:31:38.672717,Alternator,10
2022-07-05 21:31:38.672717,Brake Pads,6
2022-07-05 21:31:38.672717,Engine Oil,11
2022-07-05 21:31:38.672717,Fuel Pump,10
2022-07-05 21:31:38.672717,LED Headlight,11
2022-07-05 21:31:38.672717,Tire,5
2022-07-05 21:31:38.672717,Windshield Wiper,5
2022-07-06 21:31:38.672717,Radiator,11
2022-07-06 21:31:38.672717,Tire,5
2022-07-06 21:31:38.672717,Windshield Wiper,3
2022-07-07 21:31:38.672717,Air Filter,9
2022-07-07 21:31:38.672717,Alternator,3
2022-07-07 21:31:38.672717,Fuel Pump,7
2022-07-07 21:31:38.672717,LED Headlight,15
2022-07-07 21:31:38.672717,Radiator,9
2022-07-07 21:31:38.672717,Tire,12
2022-07-07 21:31:38.672717,Windshield Wiper,18
2022-07-08 21:31:38.672717,Fuel Pump,10
2022-07-08 21:31:38.672717,Radiator,6
2022-07-08 21:31:38.672717,Spark Plug,22
2022-07-09 21:31:38.672717,Alternator,6
2022-07-09 21:31:38.672717,Fuel Pump,3
2022-07-09 21:31:38.672717,Windshield Wiper,5
2022-07-10 21:31:38.672717,Brake Pads,3
2022-07-10 21:31:38.672717,Engine Oil,8
2022-07-10 21:31:38.672717,LED Headlight,7
2022-07-10 21:31:38.672717,Spark Plug,3
2022-07-10 21:31:38.672717,Tire,9
2022-07-11 21:31:38.672717,Air Filter,2
2022-07-11 21:31:38.672717,Alternator,5
2022-07-11 21:31:38.672717,Engine Oil,0
2022-07-11 21:31:38.672717,Fuel Pump,5
2022-07-11 21:31:38.672717,LED Headlight,6
2022-07-11 21:31:38.672717,Tire,2
2022-07-12 21:31:38.672717,Brake Pads,3
2022-07-12 21:31:38.672717,Fuel Pump,7
2022-07-13 21:31:38.672717,Engine Oil,4
2022-07-13 21:31:38.672717,Fuel Pump,9
2022-07-13 21:31:38.672717,LED Headlight,4
2022-07-13 21:31:38.672717,Tire,8
2022-07-13 21:31:38.672717,Windshield Wiper,5
2022-07-14 21:31:38.672717,LED Headlight,14
2022-07-14 21:31:38.672717,Radiator,11
2022-07-14 21:31:38.672717,Tire,8
2022-07-14 21:31:38.672717,Windshield Wiper,12
2022-07-15 21:31:38.672717,Air Filter,11
2022-07-15 21:31:38.672717,Engine Oil,3
2022-07-15 21:31:38.672717,Radiator,6
2022-07-15 21:31:38.672717,Spark Plug,5
2022-07-15 21:31:38.672717,Windshield Wiper,2
2022-07-16 21:31:38.672717,Alternator,9
2022-07-16 21:31:38.672717,Engine Oil,1
2022-07-16 21:31:38.672717,Fuel Pump,17
2022-07-16 21:31:38.672717,LED Headlight,8
2022-07-16 21:31:38.672717,Radiator,11
2022-07-16 21:31:38.672717,Spark Plug,3
2022-07-16 21:31:38.672717,Tire,10
2022-07-16 21:31:38.672717,Windshield Wiper,10
2022-07-17 21:31:38.672717,Alternator,7
2022-07-17 21:31:38.672717,Engine Oil,6
2022-07-17 21:31:38.672717,LED Headlight,6
2022-07-18 21:31:38.672717,Air Filter,4
2022-07-18 21:31:38.672717,Fuel Pump,12
2022-07-18 21:31:38.672717,LED Headlight,8
2022-07-18 21:31:38.672717,Spark Plug,5
2022-07-18 21:31:38.672717,Windshield Wiper,7
2022-07-19 21:31:38.672717,Alternator,2
2022-07-19 21:31:38.672717,Brake Pads,6
2022-07-19 21:31:38.672717,LED Headlight,6
2022-07-19 21:31:38.672717,Radiator,7
2022-07-19 21:31:38.672717,Spark Plug,5
2022-07-19 21:31:38.672717,Tire,2
2022-07-20 21:31:38.672717,Air Filter,4
2022-07-20 21:31:38.672717,Brake Pads,7
2022-07-20 21:31:38.672717,LED Headlight,6
2022-07-20 21:31:38.672717,Spark Plug,6
2022-07-20 21:31:38.672717,Windshield Wiper,14
2022-07-21 21:31:38.672717,Brake Pads,7
2022-07-21 21:31:38.672717,Engine Oil,5
2022-07-21 21:31:38.672717,Fuel Pump,4
2022-07-21 21:31:38.672717,Spark Plug,3
2022-07-21 21:31:38.672717,Tire,3
2022-07-22 21:31:38.672717,Air Filter,12
2022-07-22 21:31:38.672717,Fuel Pump,20
2022-07-22 21:31:38.672717,LED Headlight,8
2022-07-22 21:31:38.672717,Spark Plug,2
2022-07-22 21:31:38.672717,Tire,2
2022-07-23 21:31:38.672717,Alternator,9
2022-07-23 21:31:38.672717,Fuel Pump,3
2022-07-23 21:31:38.672717,LED Headlight,4
2022-07-24 21:31:38.672717,Alternator,10
2022-07-24 21:31:38.672717,Brake Pads,7
2022-07-24 21:31:38.672717,Engine Oil,6
2022-07-24 21:31:38.672717,Fuel Pump,7
2022-07-24 21:31:38.672717,LED Headlight,7
2022-07-24 21:31:38.672717,Tire,7
2022-07-24 21:31:38.672717,Windshield Wiper,10
2022-07-25 21:31:38.672717,Brake Pads,7
2022-07-25 21:31:38.672717,Engine Oil,5
2022-07-25 21:31:38.672717,LED Headlight,14
2022-07-25 21:31:38.672717,Radiator,10
2022-07-25 21:31:38.672717,Spark Plug,5
2022-07-25 21:31:38.672717,Tire,6
2022-07-25 21:31:38.672717,Windshield Wiper,7
2022-07-26 21:31:38.672717,Engine Oil,2
2022-07-26 21:31:38.672717,Windshield Wiper,3
2022-07-27 21:31:38.672717,Air Filter,5
2022-07-27 21:31:38.672717,Alternator,6
2022-07-27 21:31:38.672717,Brake Pads,13
2022-07-27 21:31:38.672717,Engine Oil,2
2022-07-27 21:31:38.672717,LED Headlight,9
2022-07-28 21:31:38.672717,Air Filter,3
2022-07-28 21:31:38.672717,Engine Oil,2
2022-07-28 21:31:38.672717,Fuel Pump,2
2022-07-28 21:31:38.672717,Radiator,3
2022-07-28 21:31:38.672717,Tire,16
2022-07-28 21:31:38.672717,Windshield Wiper,2
2022-07-29 21:31:38.672717,Air Filter,5
2022-07-29 21:31:38.672717,Brake Pads,26
2022-07-29 21:31:38.672717,Spark Plug,6
2022-07-30 21:31:38.672717,Alternator,6
2022-07-30 21:31:38.672717,Engine Oil,5
2022-07-30 21:31:38.672717,LED Headlight,5
2022-07-30 21:31:38.672717,Spark Plug,11
2022-07-30 21:31:38.672717,Tire,5
2022-07-31 21:31:38.672717,Air Filter,6
2022-07-31 21:31:38.672717,Alternator,16
2022-07-31 21:31:38.672717,Brake Pads,1
2022-07-31 21:31:38.672717,Engine Oil,2
2022-07-31 21:31:38.672717,Fuel Pump,8
2022-07-31 21:31:38.672717,LED Headlight,6
2022-07-31 21:31:38.672717,Radiator,5
2022-07-31 21:31:38.672717,Spark Plug,16
2022-08-01 21:31:38.672717,Alternator,3
2022-08-01 21:31:38.672717,Engine Oil,3
2022-08-01 21:31:38.672717,Fuel Pump,15
2022-08-01 21:31:38.672717,LED Headlight,6
2022-08-01 21:31:38.672717,Tire,6
2022-08-02 21:31:38.672717,Alternator,5
2022-08-02 21:31:38.672717,LED Headlight,11
2022-08-02 21:31:38.672717,Radiator,8
2022-08-02 21:31:38.672717,Tire,7
2022-08-02 21:31:38.672717,Windshield Wiper,5
2022-08-03 21:31:38.672717,Air Filter,5
2022-08-03 21:31:38.672717,Alternator,8
2022-08-03 21:31:38.672717,Engine Oil,13
2022-08-03 21:31:38.672717,Radiator,7
2022-08-03 21:31:38.672717,Spark Plug,4
2022-08-03 21:31:38.672717,Tire,8
2022-08-03 21:31:38.672717,Windshield Wiper,15
2022-08-04 21:31:38.672717,Air Filter,14
2022-08-04 21:31:38.672717,Brake Pads,9
2022-08-04 21:31:38.672717,Fuel Pump,4
2022-08-04 21:31:38.672717,LED Headlight,10
2022-08-05 21:31:38.672717,Alternator,10
2022-08-05 21:31:38.672717,Brake Pads,6
2022-08-05 21:31:38.672717,Engine Oil,9
2022-08-05 21:31:38.672717,LED Headlight,9
2022-08-05 21:31:38.672717,Spark Plug,8
2022-08-05 21:31:38.672717,Tire,7
2022-08-05 21:31:38.672717,Windshield Wiper,4
2022-08-06 21:31:38.672717,LED Headlight,2
2022-08-06 21:31:38.672717,Radiator,9
2022-08-06 21:31:38.672717,Tire,2
2022-08-07 21:31:38.672717,Alternator,5
2022-08-07 21:31:38.672717,LED Headlight,12
2022-08-07 21:31:38.672717,Radiator,4
2022-08-07 21:31:38.672717,Tire,7
2022-08-07 21:31:38.672717,Windshield Wiper,5
2022-08-08 21:31:38.672717,Alternator,8
2022-08-08 21:31:38.672717,Brake Pads,7
2022-08-08 21:31:38.672717,Engine Oil,9
2022-08-08 21:31:38.672717,Radiator,7
2022-08-09 21:31:38.672717,Air Filter,4
2022-08-09 21:31:38.672717,Alternator,4
2022-08-09 21:31:38.672717,Brake Pads,2
2022-08-09 21:31:38.672717,Spark Plug,12
2022-08-09 21:31:38.672717,Tire,3
2022-08-10 21:31:38.672717,Air Filter,4
2022-08-10 21:31:38.672717,Engine Oil,4
2022-08-10 21:31:38.672717,Fuel Pump,5
2022-08-10 21:31:38.672717,Radiator,11
2022-08-10 21:31:38.672717,Spark Plug,6
2022-08-10 21:31:38.672717,Tire,9
2022-08-10 21:31:38.672717,Windshield Wiper,15
2022-08-11 21:31:38.672717,Fuel Pump,6
2022-08-11 21:31:38.672717,Spark Plug,2
2022-08-12 21:31:38.672717,Engine Oil,5
2022-08-12 21:31:38.672717,LED Headlight,12
2022-08-12 21:31:38.672717,Radiator,15
2022-08-12 21:31:38.672717,Tire,12
2022-08-12 21:31:38.672717,Windshield Wiper,5
2022-08-13 21:31:38.672717,Alternator,7
2022-08-13 21:31:38.672717,Brake Pads,5
2022-08-13 21:31:38.672717,Engine Oil,7
2022-08-13 21:31:38.672717,Fuel Pump,3
2022-08-13 21:31:38.672717,Tire,4
2022-08-13 21:31:38.672717,Windshield Wiper,8
2022-08-14 21:31:38.672717,Air Filter,4
2022-08-14 21:31:38.672717,Engine Oil,2
2022-08-14 21:31:38.672717,Fuel Pump,5
2022-08-14 21:31:38.672717,LED Headlight,9
2022-08-14 21:31:38.672717,Radiator,6
2022-08-14 21:31:38.672717,Spark Plug,14
2022-08-14 21:31:38.672717,Tire,17
2022-08-14 21:31:38.672717,Windshield Wiper,7
2022-08-15 21:31:38.672717,Alternator,4
2022-08-15 21:31:38.672717,Brake Pads,6
2022-08-15 21:31:38.672717,Engine Oil,14
2022-08-15 21:31:38.672717,Fuel Pump,10
2022-08-15 21:31:38.672717,Windshield Wiper,2
2022-08-16 21:31:38.672717,Alternator,5
2022-08-16 21:31:38.672717,Brake Pads,10
2022-08-16 21:31:38.672717,Fuel Pump,6
2022-08-17 21:31:38.672717,Air Filter,10
2022-08-17 21:31:38.672717,Engine Oil,3
2022-08-17 21:31:38.672717,LED Headlight,9
2022-08-17 21:31:38.672717,Radiator,1
2022-08-17 21:31:38.672717,Spark Plug,6
2022-08-18 21:31:38.672717,Alternator,6
2022-08-18 21:31:38.672717,Brake Pads,6
2022-08-18 21:31:38.672717,Engine Oil,7
2022-08-18 21:31:38.672717,Radiator,3
